Account ID,Account Owner,Account Owner ID,Rating,Account Name,Phone,Parent Account,Parent Account ID,Website,Account Type,Ownership,Created By,Created by ID,Modified By,Modified by ID,Created Time,Modified Time,Last Activity Time,Tag,Record Id,KMHFL Code,Emergency Contact,Email,Number of beds in the hospital,Number of critical care beds,Number of beds in the ED,ED Department,County Google Drive URL,Google Maps URL,Piped Oxygen in ED,Alternate Email,Alternate Phone
zcrm_5621728000000484859,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,West Pokot County,0710893938,,,http://www.westpokot.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:42:07,2023-06-06 09:50:39,2023-06-14 19:04:22,County Accounts,5621728000000484859,,,,,,,,https://drive.google.com/drive/folders/1eREGA7gHJThnwX1puPx6KciAAnXlBBp0?usp=share_link,https://goo.gl/maps/9MAyRPNhUebmqp7j7?coh=178573&entry=tt,No,,
zcrm_5621728000000485001,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Kisumu County,0716991098,,,http://www.kisumu.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:03,2023-06-06 09:50:39,2023-06-14 19:04:22,County Accounts,5621728000000485001,,Dispatch no. 0800720575,,,,,,https://drive.google.com/drive/folders/1zl_8chDC0tMDMZgg3SBtQ737OKWeFC3V?usp=share_link,https://goo.gl/maps/W734DTWSKEr2NDYP6?coh=178573&entry=tt,No,,
zcrm_5621728000000485063,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Isiolo County,0722769008,,,http://www.isiolo.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:03,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000485063,,,,,,,,https://drive.google.com/drive/folders/1FFfa3XTtyvu3lQSJa3csB1kBVOKfkYvT?usp=share_link,https://goo.gl/maps/QWivrNkSsnbcDAEf8?coh=178573&entry=tt,No,,
zcrm_5621728000000485110,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Makueni County,0715683438,,,http://www.makueni.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:04,2023-06-06 09:50:39,2023-06-14 19:04:22,County Accounts,5621728000000485110,,,,,,,,https://drive.google.com/drive/folders/1TScae2GBuYejAI4v5YrDJfgzAXR-qiZW?usp=share_link,https://goo.gl/maps/1h8SrKhJJQdpoHkAA?coh=178573&entry=tt,No,,
zcrm_5621728000000485127,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Busia County,0720671384,,,http://www.busiacounty.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:04,2023-06-06 09:50:39,2023-06-14 19:04:22,County Accounts,5621728000000485127,,,,,,,,https://drive.google.com/drive/folders/1WCnfO8tI4x0xT7qUrefoYkLAJ7rzRtac?usp=share_link,https://goo.gl/maps/p6R8oXgvgbPXAyRR6?coh=178573&entry=tt,No,,
zcrm_5621728000000485189,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Uasin Gishu County,0722690090,,,http://www.uasingishu.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:05,2023-06-06 09:50:39,2023-06-14 19:04:22,County Accounts,5621728000000485189,,,,,,,,https://drive.google.com/drive/folders/1t9qnqzbXnkr-bTr5NO1KX8puWjXtK1um?usp=share_link,https://goo.gl/maps/PAbNwzwPZGCZbP4n9?coh=178573&entry=tt,No,,
zcrm_5621728000000485236,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Mombasa County,0712833601,,,https://www.mombasa.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:06,2023-06-06 09:50:39,2023-06-14 19:04:18,County Accounts,5621728000000485236,,,,,,,,https://drive.google.com/drive/folders/1-5uQla277WSBUsSGaMSTnm86_lGGyZl4?usp=share_link,https://goo.gl/maps/F2eBUPKkFRajU1M48?coh=178573&entry=tt,No,,
zcrm_5621728000000485270,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Garissa County,0721424557,,,http://www.garissa.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:06,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000485270,,,,,,,,https://drive.google.com/drive/folders/1ue4LX28v_KG7-sFXiuxw-KHhJte4axlw?usp=share_link,https://goo.gl/maps/yihLtfqaoqGpZY567?coh=178573&entry=tt,No,,
zcrm_5621728000000485349,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Nyandarua County,0722661620,,,http://www.nyandarua.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:07,2023-06-06 09:50:39,2023-06-14 19:04:22,County Accounts,5621728000000485349,,,,,,,,https://drive.google.com/drive/folders/10iQblZo_0rWSlhtYlvpAqdlFeFtnl0Jy?usp=share_link,https://goo.gl/maps/JnnXUQm5eKr42W1L8?coh=178573&entry=tt,No,,
zcrm_5621728000000485381,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Kwale County,0723202431,,,http://www.kwale.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:07,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000485381,,,,,,,,https://drive.google.com/drive/folders/1KHQBb62W3JxNd1RMHpgduloQZ_EleLmm?usp=share_link,https://goo.gl/maps/rRrgN1Hfv3f2ydNF8?coh=178573&entry=tt,No,,
zcrm_5621728000000485443,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Kakamega County,0722424486,,,https://www.kakamega.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:08,2023-06-06 09:50:39,2023-06-14 19:04:22,County Accounts,5621728000000485443,,,,,,,,https://drive.google.com/drive/folders/1HHp_S1dF7BQuszdSiNLC4exFAX6vdu5T?usp=share_link,https://goo.gl/maps/QuYbtNpVx7vC2Kqu5?coh=178573&entry=tt,No,,
zcrm_5621728000000485475,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Migori County,0722326754,,,http://www.migori.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:08,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000485475,,,,,,,,https://drive.google.com/drive/folders/134935jzL7KCg4EsUhkZOMEXrOVeGHm89?usp=share_link,https://goo.gl/maps/ogXuuVw4L1CANunRA?coh=178573&entry=tt,No,,
zcrm_5621728000000485612,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Bungoma County,0720422834,,,http://www.bungoma.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,2023-02-20 11:43:10,2023-06-08 15:01:54,2023-06-14 19:04:23,County Accounts,5621728000000485612,,,,,,,,https://drive.google.com/drive/folders/1GmyTwfdyOIbf6nKLhH4efpWBwpYB7pGM?usp=share_link,https://goo.gl/maps/r6Rs8MoMC7W1hCto8?coh=178573&entry=tt,No,,
zcrm_5621728000000485659,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Narok County,0700005798,,,http://www.narok.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:10,2023-06-06 09:50:39,2023-06-14 19:04:22,County Accounts,5621728000000485659,,,,,,,,https://drive.google.com/drive/folders/1FbPNSIUtBtelEMutrZsb8wHAwtQyxJ9h?usp=share_link,https://goo.gl/maps/wtjTPxHMgAf7D8Vf9?coh=178573&entry=tt,No,,
zcrm_5621728000000485706,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Turkana County,0726389399,,,https://www.turkana.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:43:11,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000485706,,,,,,,,https://drive.google.com/drive/folders/1ocYbVI9tZ6nr1bEnoAZBGfhyIXSEYTPF?usp=share_link,https://goo.gl/maps/6XMRrHt9jEWk7v777?coh=178573&entry=tt,No,,
zcrm_5621728000000485753,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Nyeri County,0722941439,,,http://www.nyeri.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,2023-02-20 11:43:11,2023-06-07 19:26:53,2023-06-14 19:04:20,County Accounts,5621728000000485753,,0717001649,,,,,,https://drive.google.com/drive/folders/1DyR0njlXfCcn_kxoHw9Pt9wVB5l9Pqov?usp=share_link,https://goo.gl/maps/k3zNswgRfMjNAjtf9?coh=178573&entry=tt,No,,
zcrm_5621728000000486001,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Kisii County,0702560801,,,http://www.kisii.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:45:10,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000486001,,Dispatch no. 0720 258 887,,,,,,https://drive.google.com/drive/folders/1h1i3mtgbHl9RwbMeBAxF1VxV-OQhRz3L?usp=share_link,https://goo.gl/maps/e3aXBic5FUV5yZGq7?coh=178573&entry=tt,No,,
zcrm_5621728000000486048,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Wajir County,0712819191,,,http://www.wajir.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:45:11,2023-06-06 09:50:39,2023-06-14 19:04:18,County Accounts,5621728000000486048,,,,,,,,https://drive.google.com/drive/folders/1DFt1QsOh7FVrITNjUQN-JiPR5StAn23A?usp=share_link,https://goo.gl/maps/kUDS6Rg1RR3pEB2n7?coh=178573&entry=tt,No,,
zcrm_5621728000000486095,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Elgeyo Marakwet County,0721759064,,,http://www.elgeyomarakwet.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:45:12,2023-06-06 09:50:39,2023-06-14 19:04:18,County Accounts,5621728000000486095,,,,,,,,https://drive.google.com/drive/folders/11CQvvnSQBU6zHJPBMX0imaevkQMJ3URQ?usp=share_link,https://goo.gl/maps/ha9HQZSF2xhqe9k38?coh=178573&entry=tt,No,,
zcrm_5621728000000486129,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Kajiado County,0726075251,,,https://www.kajiado.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:45:12,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000486129,,,,,,,,https://drive.google.com/drive/folders/1yKuecSDHBi-T8L6clK1tYZvJNze22M35?usp=share_link,https://goo.gl/maps/7EytGsExWuR3kurZ6?coh=178573&entry=tt,No,,
zcrm_5621728000000486178,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Nandi County,0706514061,,,http://www.nandicounty.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:45:13,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000486178,,,,,,,,https://drive.google.com/drive/folders/1qbE8UjamoAAq2Kuewj7sYZMtZdDh7ppB?usp=share_link,https://goo.gl/maps/EcpVmYDSP6ujoE8g8?coh=178573&entry=tt,No,,
zcrm_5621728000000486210,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Homa Bay County,0722849630,,,http://www.homabay.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:45:13,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000486210,,,,,,,,https://drive.google.com/drive/folders/1MLVky2-71KbaeFJ4XQOGGEisctJVPbmP?usp=share_link,https://goo.gl/maps/U6jEmcrZD28jQPH68?coh=178573&entry=tt,No,,
zcrm_5621728000000486287,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Kericho County,0720803142,,,http://www.kericho.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:45:14,2023-06-06 09:50:39,2023-06-14 19:04:20,County Accounts,5621728000000486287,,,,,,,,https://drive.google.com/drive/folders/1_MbdhJyCLUqOQYba5-BtdO4CXux0vL7x?usp=share_link,https://goo.gl/maps/RPqoM6wA2Z8BSn8B6?coh=178573&entry=tt,No,,
zcrm_5621728000000486349,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Vihiga County,0722724200,,,http://www.vihiga.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:45:15,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000486349,,,,,,,,https://drive.google.com/drive/folders/1lmtoPBWI1UcxHbhMCMwygSVMreG3Wd_j?usp=share_link,https://goo.gl/maps/z3vSkh5kiBmQkcgU8?coh=178573&entry=tt,No,,
zcrm_5621728000000486396,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Nakuru County,0724315197,,,https://www.nakuru.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:45:16,2023-06-06 09:50:39,2023-06-14 19:04:22,County Accounts,5621728000000486396,,,,,,,,https://drive.google.com/drive/folders/1gEj3PcMzNs7J1gREeb0YYLei-0PWWwTo?usp=share_link,https://goo.gl/maps/yhTfHigdCmEABEWu9?coh=178573&entry=tt,No,,
zcrm_5621728000000486488,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Nyamira County,0727389880,,,http://www.nyamira.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:45:18,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000486488,,,,,,,,https://drive.google.com/drive/folders/13Vx04YWbnx6ibfo7J58wUIXHZMx_av0Q?usp=share_link,https://goo.gl/maps/exhVRi15Z5sBG68Z7?coh=178573&entry=tt,No,,
zcrm_5621728000000486548,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Active,Kirinyaga County,0722340044,,,http://www.kirinyaga.go.ke/,County,County Government,Emergency Medicine Kenya Foundation,zcrm_5621728000000399001,Duane Thuku,zcrm_5621728000000450001,2023-02-20 11:45:19,2023-06-06 09:50:39,2023-06-14 19:04:23,County Accounts,5621728000000486548,,,,,,,,https://drive.google.com/drive/folders/1poMmopfuT8eVOtwb5JMfDaetpUJjruq0?usp=share_link,https://goo.gl/maps/zq5tFyV9vWv8yxnx8?coh=178573&entry=tt,No,,
